Tweet,created_at,hashtags
RT @trish_regan: The economic casualties of this will be SEVERE...so this correlation between anti-Trump &amp; pro-shutdown types is troubling.…,2020-05-13 21:18:59,[]
RT @TheRickWilson: Cannot unsee. https://t.co/wky5XhJjHB,2020-05-13 21:19:02,[]
RT @TheRickWilson: Cannot unsee. https://t.co/wky5XhJjHB,2020-05-13 21:19:00,[]
RT @scureggione: #jump in the #Trump https://t.co/ee5OMjlDPO,2020-05-13 21:19:03,"['jump', 'Trump']"
RT @TribulationThe: Los Angeles Mayor GETTING CASH from a country that FUNDS TERRORISM! Check out my article from https://t.co/myrJknLKQu!…,2020-05-13 21:19:04,[]
"Top of the unmasking of #Flynn list is the anticipated Democratic Presidential nominee #JoeBiden. Also on the list are the usual suspects including #Clapper, #Brennen, #Comey, #Obama's former Chief of Staff #DenisMcDonough, #SamanthaPower and many more. Time for charges.",2020-05-13 21:19:04,"['Flynn', 'JoeBiden']"
"Flynn RESIGNED Feb 13, 2017; in Dec 2017 #Trump said he HAD TO FIRE Flynn b/c ""he had LIED to the #VP and the #FBI."" Since then, #TraitorTrump has LIED 7 GASLIGHTED his way through America, NUMBING us to his treachery &amp; criminality, and ultimately NORMALIZING CRIME.

#FUCKFLYNN",2020-05-13 21:19:07,"['Trump', 'VP', 'FBI']"
"@JoeBiden Wow, actually forming sentences!!! Impressive job #JoeBiden  #Trump2020",2020-05-13 21:19:11,"['JoeBiden', 'Trump2020']"
RT @TheRickWilson: Cannot unsee. https://t.co/wky5XhJjHB,2020-05-13 21:19:11,[]
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:19:11,[]
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:19:13,[]
@alexsalvinews This is huge @MikeGarcia2020 - great job - now we need to turn CA-10 in Nov #KAG #Trump #ObamaGate #BidenGate @realDonaldTrump,2020-05-13 21:19:14,"['KAG', 'Trump', 'ObamaGate']"
RT @TheRickWilson: Cannot unsee. https://t.co/wky5XhJjHB,2020-05-13 21:19:16,[]
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:19:18,[]
"RT @Jewel4Trump: ⚖️UNMASKING RELEASE

#DNI Grenell has released #Obama Admn official’s names who requested to UNMASK identity of #Flynn 201…",2020-05-13 21:19:18,"['DNI', 'Obama', 'Flynn']"
"RT @njacob5: #JoeBiden may get over 5 million more votes than #DonaldTrump in the general and still lose to the incumbent. 

Tick-Tock 

#N…",2020-05-13 21:19:19,"['JoeBiden', 'DonaldTrump']"
"RT @I_Repubblica: Make America Big Steak Again

@nonleggerlo 

#trump #13maggio https://t.co/VpM5oe4u7O",2020-05-13 21:19:19,"['trump', '13maggio']"
RT @TheRickWilson: Cannot unsee. https://t.co/wky5XhJjHB,2020-05-13 21:19:19,[]
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:19:20,[]
RT @TribulationThe: Los Angeles Mayor GETTING CASH from a country that FUNDS TERRORISM! Check out my article from https://t.co/myrJknLKQu!…,2020-05-13 21:19:21,[]
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:19:21,[]
"RT @derekjames150: So, we're all having to deal with the worst  global pandemic in 100 years. But, on the plus side, #DonaldTrump, #BorisJo…",2020-05-13 21:19:23,['DonaldTrump']
RT @JasonJavie: NO! FUCKING! WAY! #trump doesn’t get to stop #democracy because of #COVIDー19 @realDonaldTrump and his “amazing” track recor…,2020-05-13 21:19:26,"['trump', 'democracy', 'COVIDー19']"
#VoteBlue #VoteByMail #VoteBlueNoMatterWho #VoteBlueToEndThisNightmare. HELP #JoeBiden to #SaveAmerica,2020-05-13 21:19:28,"['VoteBlue', 'VoteByMail', 'VoteBlueNoMatterWho', 'VoteBlueToEndThisNightmare', 'JoeBiden', 'SaveAmerica']"
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:19:30,[]
RT @TheoMoudakis: Please enjoy Thursday's #DonaldTrump cartoon in @TorontoStar #COVID19 https://t.co/KaopsGrf4s,2020-05-13 21:19:30,"['DonaldTrump', 'COVID19']"
@GaryBla67480087 @Nomad_x66 @Founta4Fountain @HillaryClinton @realDonaldTrump Oh yeah. #Trump is doing a great job. #TrumpIsALaughingStock #TrumpIsTheWORSTPresidentEVER #TrumpVirus #VoteRedToSaveAmerica https://t.co/LsLsw5DDRV,2020-05-13 21:19:31,['Trump']
And one dude feels like this today. #JoeBiden https://t.co/BUVOqrukPV,2020-05-13 21:19:32,['JoeBiden']
A Moroccan guy to save America,2020-05-13 21:19:32,[]
"BAD REPORTER 'PUTIN'S SPOKESPERSON'
at https://t.co/KuQg6fsktp 
#VladimirPutin
#DonaldTrump
#DmitryPeskov
#COVID19 https://t.co/8EJik17nqn",2020-05-13 21:19:33,"['VladimirPutin', 'DonaldTrump', 'DmitryPeskov', 'COVID19']"
"RT @robertpaulreyes: Patriots, including real #Christians must destroy #Trump and his white #evangelical stooges!
https://t.co/VjaIBfU3a3 h…",2020-05-13 21:19:36,"['Christians', 'Trump', 'evangelical']"
@CNN #Trump’s response was more insensitive than racist. I can see him giving that response to anyone.,2020-05-13 21:19:37,['Trump']
"@realDonaldTrump
You may be indirectly responsible for ended #Dictatorship the world over. Thanks to @GOP &amp; @VPutin and their friendly   Russian oligarchs for all their financial investments to #Trump. Thanks #DeutscheBank Of America and @jaredkushner for getting your hands dirty",2020-05-13 21:19:37,['Dictatorship']
@JackiSchechner It's only to dangerous to keep prisoners in jail if they have something on #Trump.,2020-05-13 21:19:39,['Trump']
RT @TheRickWilson: Cannot unsee. https://t.co/wky5XhJjHB,2020-05-13 21:19:39,[]
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:19:41,[]
RT @ColeDines: Big Mike has partnered with Beyond Meat to make a healthier America. #Bigmike #MichelleObama #Floppymike #Michaelobama #wwg1…,2020-05-13 21:19:41,"['Bigmike', 'MichelleObama', 'Floppymike', 'Michaelobama']"
The Dow Took a Nosedive Because the Fed Just Stood up to Trump #Trump #Politics #Political https://t.co/fJRuaRLD9I,2020-05-13 21:19:43,"['Trump', 'Politics', 'Political']"
"RT @kpnationalist19: President #Trump crushing #Biden in battleground states. 

#KAGA2020 #TWGRP 
https://t.co/OInkDK03Ot",2020-05-13 21:19:47,"['Trump', 'Biden', 'KAGA2020', 'TWGRP']"
"RT @zeusFanHouse: #OBAMAGATE: All Roads Lead To #Weiner's Laptop

Shouldn’t we get to the bottom of all of the #Obama Administration’s crim…",2020-05-13 21:19:48,"['OBAMAGATE', 'Weiner', 'Obama']"
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:19:48,[]
@AndrewBatesNC PPS I'll wait Andy... carry on you little prick leftie #JoeBiden,2020-05-13 21:19:51,['JoeBiden']
Uncannily accurate. #Trump,2020-05-13 21:19:52,['Trump']
"RT @JustinM40943581: @SupporterHappy I dont know if youve seen these, but I cant stop laughing. Priceless. https://t.co/Uvg3PAKl6v",2020-05-13 21:19:53,[]
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:19:54,[]
RT @trish_regan: The economic casualties of this will be SEVERE...so this correlation between anti-Trump &amp; pro-shutdown types is troubling.…,2020-05-13 21:19:55,[]
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:19:55,[]
@RanttMedia Like #POS #Trump would know the history of our country.  He’s a moron.  He’s a complete embarrassment to the US.,2020-05-13 21:19:55,"['POS', 'Trump']"
#Trump is the best! 😎 https://t.co/Uz22tiV7sG,2020-05-13 21:19:57,['Trump']
"World number one liar, secretary #Pompeo😈 is in Israel🇮🇱 (occupied territories😿) to discuss #TelAviv’s plan to annex the remaining of Palestinian land under a controversial plan by #Trump, among other topics which are Iran, Iran and #Iran😸 https://t.co/tw3MYJupdW",2020-05-13 21:19:57,"['Pompeo', 'TelAviv']"
"RT @LuMan_: Now the world has understood why #Trump called Italian PM leftist government #Conte, “Giuseppi”. Because this ""man"" who should…",2020-05-13 21:19:57,"['Trump', 'Conte']"
RT @DCReportMedia: #Trump Checks Out From The #Pandemic Fight: https://t.co/PsAHcbNGZu,2020-05-13 21:19:58,"['Trump', 'Pandemic']"
"RT @JodeneRdc: I called #Trump “Noah” because he doesn’t “know a” lot about anything, especially #Covid19, #pandemics, or #economics, for t…",2020-05-13 21:19:58,"['Trump', 'Covid19', 'pandemics', 'economics']"
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:20:01,[]
"#JoeBiden LIED about ""UNMASKING"" GEN. #Flynn.
#JoeBiden LIED about ""UNMASKING"" GEN. #Flynn
#JoeBiden Did he lie about #TaraReade?
#JoeBiden Did he lie about #TaraReade? https://t.co/ugKBUdNSBp",2020-05-13 21:20:01,"['JoeBiden', 'Flynn', 'JoeBiden', 'Flynn', 'JoeBiden']"
"RT @kpnationalist19: So #Joebiden said a couple days ago he doesn’t know anything about the investigation of @GenFlynn, and wouldn’t you kn…",2020-05-13 21:20:03,['Joebiden']
"CRABS LIVE NOW til 7 pm EST ---&gt;
https://t.co/wEwGX7gMwq
#Shitler #podcasts #FuckTrump #lies #Trump #resist #Obama
We are also on Spotify/ podcasting app / Stitcher https://t.co/Mzv7rZKc0v",2020-05-13 21:20:03,"['Shitler', 'podcasts', 'FuckTrump', 'lies', 'Trump', 'resist', 'Obama']"
"RT @restartleader: The Republicans of America defended @realDonaldTrump robustly &amp; wholeheartedly.

The truth always wins.

Not only the pa…",2020-05-13 21:20:07,[]
"#TheFive

The real question is WHO ELSE were they Hoovering up phone calls on?

They only they caught Flynn. 

How many other #Trump Campaign Officials were being spied upon.

This may be the tip of the iceberg

#ObamaCoupCrew https://t.co/M1zcgUZmdc",2020-05-13 21:20:07,['TheFive']
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:20:08,[]
"BAD REPORTER 'TRUMP IS A (VAMPIRE) RACIST, TOO'
at https://t.co/KuQg6fsktp 
#DonaldTrump
#COVID19
#TrumpIsARacist
#Hate https://t.co/zPE7Szi5hR",2020-05-13 21:20:08,"['DonaldTrump', 'COVID19', 'TrumpIsARacist']"
RT @portarican_RT: All of this news where #DonaldTrump blames the world for #COVID19 and yet...all people need to do is REMEMBER. I made it…,2020-05-13 21:20:09,"['DonaldTrump', 'COVID19']"
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:20:10,[]
"Hey #JoeBiden, this is a warning shot! Still gonna hide? #HidingBiden https://t.co/DquqzQERAr",2020-05-13 21:20:11,"['JoeBiden', 'HidingBiden']"
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:20:13,[]
Chocolate Covered Pretzel Rods Coated In Chocolate/White Chocolate 16 Pieces ... https://t.co/UFeGBnYmgG via @amazon #wedding #favors #giftbasket #love #friends #snacks #trump #tylerperry,2020-05-13 21:20:14,[]
"True story, but do but bully poor raccoons.
#Trump #TrumpVirus #Mask #Masks https://t.co/MoZQx6xTdb",2020-05-13 21:20:15,"['Trump', 'TrumpVirus', 'Mask', 'Masks']"
"RT @Fedup94864804: Hey #JoeBiden , can you explain?

#spyinbiden #JoeBiden2020 https://t.co/9uGjczUMOC",2020-05-13 21:20:16,"['JoeBiden', 'spyinbiden', 'JoeBiden2020']"
Don't know if #Trump understands this concept. #TrumpMeltdown https://t.co/sw81R96dpZ,2020-05-13 21:20:17,"['Trump', 'TrumpMeltdown']"
"RT @SandraSentinel: The madness of this extreme lockdown is killing people who do not have #coronavirus :

26-Year-Old Dies Giving Birth Du…",2020-05-13 21:20:18,['coronavirus']
RT @TheRickWilson: Cannot unsee. https://t.co/wky5XhJjHB,2020-05-13 21:20:18,[]
RT @Sundncefn: I think there's little doubt that's what's happening.  How much more rope must he be given?  Anyone who hasn't already seen…,2020-05-13 21:20:19,[]
"#DonaldTrump must be held accountable for his inaction.
This BBC video shows how #Trump's inaction caused the deaths of 10s of thousands of #Americans.
#TrumpVirus...He wouldn't listen to his experts.
The lost six weeks when US failed to contain virus
https://t.co/ikEAS0ecFv",2020-05-13 21:20:19,"['DonaldTrump', 'Trump']"
RT @TheRickWilson: Cannot unsee. https://t.co/wky5XhJjHB,2020-05-13 21:20:20,[]
RT @DaeJordan: Winning! I want to see these numbers go through the roof in every corner of our great nation as people wake up to what a Dem…,2020-05-13 21:20:20,[]
"RT @confunctionist: Sounds like what the #GOP accuses China of, would #Trump do that?

Would #DrBrix cheat on the #DeathCounts? 
https://t.…",2020-05-13 21:20:21,"['GOP', 'Trump', 'DrBrix', 'DeathCounts']"
"Patriots, including real #Christians must destroy #Trump and his white #evangelical stooges!
https://t.co/VjaIBfU3a3 https://t.co/LzZO9ILxg1",2020-05-13 21:20:25,"['Christians', 'Trump', 'evangelical']"
"RT @mochamedia: @warriors_mom The 1998 film #EnemyOfTheState magically portrays the depraved power of the 5J-Stooges &amp; MSM.

#JoeBiden #Jam…",2020-05-13 21:20:29,"['EnemyOfTheState', 'JoeBiden']"
"@AndrewBatesNC Hey Andy....regarding #DementiaJoe @BarackObama and James  Comey and their attempt to use national intelligence assets to spy on the #Trump Administration...what did the President and the Vice President know, and when did they know it? https://t.co/5WTTNSAlKZ",2020-05-13 21:20:29,['DementiaJoe']
RT @TheRickWilson: Cannot unsee. https://t.co/wky5XhJjHB,2020-05-13 21:20:30,[]
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:20:31,[]
"Last year I watched the Apple series  “See”, about the world after a pandemic virus that left survivors blind. I thought, how strange is that, but now I no longer think it’s so strange! Anything’s possible in #trump world! @NightlyPolitics @realDonaldTrump @gop @TheDemocrats",2020-05-13 21:20:32,[]
"RT @zeusFanHouse: #OBAMAGATE: All Roads Lead To #Weiner's Laptop

Shouldn’t we get to the bottom of all of the #Obama Administration’s crim…",2020-05-13 21:20:33,"['OBAMAGATE', 'Weiner', 'Obama']"
@ewarren Neither rain nor snow nor sleet nor hail nor gloom of night will prevent #Trump and the #GOP from screwing Americans and destroying democracy.,2020-05-13 21:20:35,"['Trump', 'GOP']"
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:20:39,[]
"RT @eod92e0: Video of all planes grounded in Victorville, CA, USA.

#usa #callofduty #coronavirus #OilPrice #trump #pence #donaldtrump #mik…",2020-05-13 21:20:39,"['usa', 'callofduty', 'coronavirus', 'OilPrice', 'trump', 'pence', 'donaldtrump']"
2020 is a catastrophe for tourism businesses. Here's what the industry needs to get back on its feet Get You Mask and Covers Here! ==&gt; https://t.co/JlBBa05rEm #COVID__19 #covid19 #n95 #mask #coronavirus #trump#DeltaAirLines #AmericanAirlines #UnitedAirlines #airlines https://t.co/5dcrwciW6D,2020-05-13 21:20:43,[]
RT @Sundncefn: I think there's little doubt that's what's happening.  How much more rope must he be given?  Anyone who hasn't already seen…,2020-05-13 21:20:43,[]
"#JoeBiden LIED about ""UNMASKING"" GEN. #Flynn.
#JoeBiden LIED about ""UNMASKING"" GEN. #Flynn
#JoeBiden Did he lie about #TaraReade?
#JoeBiden Did he lie about #TaraReade? https://t.co/H989TivYMB",2020-05-13 21:20:44,"['JoeBiden', 'Flynn', 'JoeBiden', 'Flynn', 'JoeBiden']"
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:20:44,[]
RT @TheRickWilson: Cannot unsee.,2020-05-13 21:20:45,[]
RT @portarican_RT: All of this news where #DonaldTrump blames the world for #COVID19 and yet...all people need to do is REMEMBER. I made it…,2020-05-13 21:20:46,"['DonaldTrump', 'COVID19']"
"TRUMP IS A MALIGNANT NARCISSIST TURD and is trying to KILL US ALL. Signed, Sissy #dumptrump #impeachtrump #notmypresident #trump #antitrump #fuckdonaldtrump #COVID19
#dumptrump2020 #resistance #coronavirus https://t.co/Ofn3EjCmdj",2020-05-13 21:20:50,"['dumptrump', 'impeachtrump']"
