Tweet,created_at,hashtags
"RT @zeusFanHouse: Fauci &amp; #Democrats Use Senate Testimony Stage To Bash #Trump &amp; Promote #Vaccines

#Fauci continues holding nation hostage…",2020-05-13 11:16:01,"['Democrats', 'Trump', 'Vaccines', 'Fauci']"
"RT @joefaz: Maddow pointed out on Tuesday, #trump completely undercut his lawyers’ argument by spending the entire day on Twitter. #trump i…",2020-05-13 11:16:01,"['trump', 'trump']"
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:16:02,"['Trump', 'Steele']"
I lived in SLO during this time... I recall the local paper was talking about this.....  I had a friend who knew her......so it was a topic of conversation.....,2020-05-13 11:16:03,[]
"@USAPouncer @SidneyPowell1 I don't know Obama's reasons for anything, but if you ignore the fact that he did not register as a foreign agent and lied about it cost him his job by #Trump2020 own admission. Then we have a scorched earth policy toward law and order, #Trump #Barr making mockery of justice.",2020-05-13 11:16:04,[]
RT @trish_regan: It’s pretty wild to think that our politicians are so divided that they would take #China’s side over the United States. Y…,2020-05-13 11:16:06,['China']
"RT @joefaz: Maddow pointed out on Tuesday, #trump completely undercut his lawyers’ argument by spending the entire day on Twitter. #trump i…",2020-05-13 11:16:13,"['trump', 'trump']"
"RT @BradleyCongress: If you supported #BernieSanders in the primary and now are faced with #JoeBiden as your nominee, you should consider l…",2020-05-13 11:16:15,"['BernieSanders', 'JoeBiden']"
"Underfire NBC jurno Chuck Todd apologizes for 'deceptively edited' Bill Barr video. https://t.co/F8yvheXNYr
#NBC #ChuckTodd #fakenews #BillBarr #GeneralFlynn #MSM #Trump #TrumpUnderAttack #Chuck #USA #NBCNews",2020-05-13 11:16:15,['NBC']
Latest @JayJayasuriya Daily! https://t.co/WpXMhVolLF via @kari_paul #donaldtrump,2020-05-13 11:16:17,['donaldtrump']
RT @PeteKent01: @GarnoRealestate @wwwillstand @KariCares4U @Arkiegirl01 @slhenry123 @ezibee007 @Bjdmoon @HollyWouldism @Holly_WV @AngelicHo…,2020-05-13 11:16:19,[]
RT @AndyOstroy: .@HowardStern has millions of listeners... many of them @realDonaldTrump supporters. He’s 100% right. If he can convince th…,2020-05-13 11:16:30,[]
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:16:31,"['Trump', 'Steele']"
"RT @Brian58424146: @Garyured God doesn't choose perfect men.

He chooses men perfect for the job.

If America wanted another nice, flaccid…",2020-05-13 11:16:33,[]
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:16:33,"['Trump', 'Steele']"
"RT @lloyd_t_spencer: #little_t's #MAGA Pandemic Predicament
-
Leaked #WhiteHouse data shows infections spiking more than 1,000% in rural ar…",2020-05-13 11:16:36,"['little_t', 'MAGA', 'WhiteHouse']"
RT @BradandBritt: NEW EPISODE #Trump #Biden #pandemic #epidemic #DrFauci #RandPaul #obamagate #Obama @travlord @rich_fann @brysports @mmoor…,2020-05-13 11:16:37,"['Trump', 'Biden', 'pandemic', 'epidemic', 'DrFauci', 'RandPaul', 'obamagate', 'Obama']"
@kelly2277 @UROCKlive1 @realDonaldTrump More #Trump as a baby memes... https://t.co/3DMBVn8tkv,2020-05-13 11:16:42,['Trump']
RT @AndyOstroy: @realDonaldTrump It's as if you think your Twitter feed is only seen by your rapidly-declining brainwashed base...and that…,2020-05-13 11:16:44,[]
@ddayen #Trump 😈 What's going on in #America ? It's more and more worrying !! #Democracy under threat is really scary !! What will become of this great country with a madman as #President  ???? https://t.co/pbMUuLhyUh,2020-05-13 11:16:45,"['Trump', 'America', 'Democracy']"
"RT @MikeDLondon: @ZXretroXX With #trump in charge I would be more of a worrier than a warrior....

#TrumpLiesAmericansDie",2020-05-13 11:16:45,"['trump', 'TrumpLiesAmericansDie']"
"RT @rightNtruthMat: @realDonaldTrump Trump is Melting Down and the GOP is enabling him

Obama envy, 82K victims,  testing failures, no narc…",2020-05-13 11:16:47,[]
RT @citygirl2113: #Delaware to hire 200 contact tracers to stop spread of #COVID-19.  Just like #Trump #Delaware is above the law. Where ar…,2020-05-13 11:16:57,"['Delaware', 'COVID', 'Trump', 'Delaware']"
"RT @SaraCarterDC: #NEW: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a fo…",2020-05-13 11:16:57,"['NEW', 'Trump', 'Steele']"
Making a billboard after drinking bleach. #usa #trump https://t.co/qt60YVqpoX,2020-05-13 11:17:00,"['usa', 'trump']"
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:17:03,"['Trump', 'Steele']"
"#Trump wallows in more hypocrisy and lies — and the press corps finally smells blood 
#USA 
Trump's childish lies are nothing new, but the media has sunk its teeth into his blatant testing hypocrisy https://t.co/wQp4ZPzJS7",2020-05-13 11:17:06,"['Trump', 'USA']"
"#Trump #coronavirus #Covid_19 #Republicans #Democrats #wednesdaymorning #WednesdayThoughts #MAGA #Resist  #StayHome 
American exceptionalism can't protect American citizens. The richest nation in the world with the best Healthcare can't get the job done. https://t.co/WUrX3nZpxT",2020-05-13 11:17:06,"['Trump', 'coronavirus', 'Covid_19', 'Republicans', 'Democrats', 'wednesdaymorning', 'WednesdayThoughts', 'MAGA', 'Resist', 'StayHome']"
My laughter is masking my despair.,2020-05-13 11:17:09,[]
"@realDonaldTrump Time to start getting back to ruining lives one at a time, instead of the future for millions. #crybabyDonnie #YoureFired2020 #Trump #POS ...make your wife some breakfast instead of hurting the PROGRESS we’ve made Dick Sr. You really are an @AlecBaldwin sketch you effing weirdo.",2020-05-13 11:17:09,[]
RT @CyrusAParsa1: Obama puts Mass Genocidal Maniacs Image in White House?  Glad I rejected requests for China/Iran WH Advisory in 2008 befo…,2020-05-13 11:17:10,[]
"RT @Stanikzaiii: The Americans are responsible for all the killings and destruction in Afghanistan. And your statement is as stupid, as #Tr…",2020-05-13 11:17:11,[]
"RT @Qclues: Post #252 mentions RED CROSS

Also this:

Diseases created by families in power (pop control + pharma billions kb).
Think AIDS.…",2020-05-13 11:17:13,[]
"RT @zeusFanHouse: John #Brennan under the spotlight!

#Obama CIA Chief #JohnBrennan Under Fire for the Creation of Bogus January 2017 Intel…",2020-05-13 11:17:14,"['Brennan', 'Obama', 'JohnBrennan']"
@robreiner @Pulsa48 Particularly if their Dems....it's #Trump 's re-election strategy.....really.,2020-05-13 11:17:14,['Trump']
"RT @zeusFanHouse: John #Brennan under the spotlight!

#Obama CIA Chief #JohnBrennan Under Fire for the Creation of Bogus January 2017 Intel…",2020-05-13 11:17:15,"['Brennan', 'Obama', 'JohnBrennan']"
RT @AndyOstroy: .@HowardStern has millions of listeners... many of them @realDonaldTrump supporters. He’s 100% right. If he can convince th…,2020-05-13 11:17:17,[]
"Unfortunately,Michael Gallagher is being duped. The guy is Brian Cash from New Hudson Michigan, not Rob Cantrell. Before you get embarrassed by the ignorance of others in this day of fake news, research before tweeting.",2020-05-13 11:17:18,[]
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:17:18,"['Trump', 'Steele']"
"RT @zeusFanHouse: Fauci &amp; #Democrats Use Senate Testimony Stage To Bash #Trump &amp; Promote #Vaccines

#Fauci continues holding nation hostage…",2020-05-13 11:17:22,"['Democrats', 'Trump', 'Vaccines', 'Fauci']"
"RT @sjrose99: @CNN If you're going to lie, do it before there's a ton of factual info from @BarackObama Administrators who were part of Eme…",2020-05-13 11:17:23,[]
"RT @SaraCarterDC: #NEW: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a fo…",2020-05-13 11:17:28,"['NEW', 'Trump', 'Steele']"
This is the talent they don’t want you to talk about 👏🏾 #Trump https://t.co/Beck6xOggh,2020-05-13 11:17:30,['Trump']
"RT @zeusFanHouse: John #Brennan under the spotlight!

#Obama CIA Chief #JohnBrennan Under Fire for the Creation of Bogus January 2017 Intel…",2020-05-13 11:17:31,"['Brennan', 'Obama', 'JohnBrennan']"
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:17:32,"['Trump', 'Steele']"
"#TrumpTrain #Deplorables @ScherieMurray needs your HELP TO TAKE DOWN #AOC #redwave #RedWave2020 #MakeRedBlueAgain #Trump #Trump2020 #TrumpLandslideVictory2020 #RepublicanParty #MAGA #MAGA2020 #KAG #KAG2020 #TrumpPence2020 #ArmyForTrump 
@RealCandaceO retweet @realDonaldTrump",2020-05-13 11:17:39,"['TrumpTrain', 'Deplorables', 'AOC', 'redwave', 'RedWave2020', 'MakeRedBlueAgain']"
#trump has vintage Mittens. He makes coffee with a Cheese Foam https://t.co/PAPb6BpXRi and carrot https://t.co/xIc8AoPWNI then he goes to watch Craft Beer Aerobics,2020-05-13 11:17:41,['trump']
"RT @zeusFanHouse: John #Brennan under the spotlight!

#Obama CIA Chief #JohnBrennan Under Fire for the Creation of Bogus January 2017 Intel…",2020-05-13 11:17:43,"['Brennan', 'Obama', 'JohnBrennan']"
Apparently because @piersmorgan can't grandstand in-front of a Gov Ministers and officials we're slipping into a totalitarian State. The arrogance required to think this is just beyond laughable. I also note that Piers was quiet when his old chum #Trump did the same to @CNN.....,2020-05-13 11:17:45,[]
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:17:46,"['Trump', 'Steele']"
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:17:46,"['Trump', 'Steele']"
"@lister_lester @Salacia_sea @TucsonBlonde @kaitlancollins Excellent description. This was a joy to read. 
#Trump🤮",2020-05-13 11:17:48,['Trump']
RT @mayawiley: #Sekulow is complaining that #Trump could be convicted so that is why he should be protected because in a civil case like #P…,2020-05-13 11:17:49,"['Sekulow', 'Trump']"
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:17:51,"['Trump', 'Steele']"
"RT @zeusFanHouse: John #Brennan under the spotlight!

#Obama CIA Chief #JohnBrennan Under Fire for the Creation of Bogus January 2017 Intel…",2020-05-13 11:17:55,"['Brennan', 'Obama', 'JohnBrennan']"
De Niro describing #Trump as a danger to the #USA. Could just as easily apply to #Johnson in the #UK.,2020-05-13 11:18:01,"['Trump', 'USA', 'Johnson', 'UK']"
#McConnell: #Obama 'should have kept his mouth shut' on #Trump's coronavirus response #TheHill https://t.co/N3WVbLSjV6 https://t.co/f1I7VV5Z3a,2020-05-13 11:18:01,"['McConnell', 'Obama', 'Trump', 'TheHill']"
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:18:01,"['Trump', 'Steele']"
"@JustInformU @realDonaldTrump Hey #patriots 

I need to be honest. 
I like what’s going on.

I love god + the #QAnons movement 
I love 
#TheGreatAwakening
to
#CivilRights #HumanTrafficking #Truth #Ascension 

I value our #military #constitution

But I still think #Trump is a douche bag. Sorry. 

Now what ?",2020-05-13 11:18:01,['patriots']
"RT @Belann_Farrar1: 💜#Trump 2020💜Follow 💜RT💜DM for Ride 
🟪👑🙏  🟪
@Rickster_75
@RogerFritz7
@SaltyDog_58
@FairyQ15
@PinnyLoketch
@ModSpeciali…",2020-05-13 11:18:08,['Trump']
RT @AndyOstroy: @realDonaldTrump It's as if you think your Twitter feed is only seen by your rapidly-declining brainwashed base...and that…,2020-05-13 11:18:08,[]
"Unproven drug treatment for #coronavirus championed by #Trump and Fox News shows no benefit: study 
#USA @FoxNews 
Trump and Laura Ingraham, who have no medical experience, have repeatedly pushed hydroxychloroquine on Americans https://t.co/oGvLR5MUZ4",2020-05-13 11:18:08,"['coronavirus', 'Trump', 'USA']"
"RT @John_Di_Lemme: @DonaldJTrumpJr Have him play this on #CNN 
You will Love this #podcast with an #FBI Insider who Shares the Truth about…",2020-05-13 11:18:09,"['CNN', 'podcast', 'FBI']"
"BOTH of #Trump’s pick for today special election won today! ♥️🇺🇸 

#MikeGarcia2020 won in CALIFORNIA - one of the bluest states there is. This is exciting. 

The #redwave is happening. #Trump2020 #RedWave2020. https://t.co/Od64eIz32j",2020-05-13 11:18:11,"['Trump', 'MikeGarcia2020']"
This is basically exactly how @realDonaldTrump sounds like at every press conference.  #TrumpPressConference #Trump #TrumpBaby #TrumpIsAnIdiot #TrumpIsANationalDisgrace,2020-05-13 11:18:12,"['TrumpPressConference', 'Trump']"
"RT @SandraSentinel: Isnt it odd how Democrats, the party of open borders, heroin needle sharing and street pooping is suddenly concerned ab…",2020-05-13 11:18:18,[]
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:18:19,"['Trump', 'Steele']"
"RT @mog7546: LEAVE NO ONE BEHIND - Except in #Trump’s #USA

DOCTORS WITHOUT BORDERS sends team to #Navajo Nation as coronavirus explodes in…",2020-05-13 11:18:19,"['Trump', 'USA', 'Navajo']"
RT @mterr337: #trump promised the American people during the 2016 election that he would release his tax returns once an IRS audit was comp…,2020-05-13 11:18:20,['trump']
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:18:23,"['Trump', 'Steele']"
"All the negative things we can say about #BoJo, but at least he doesn't storm off in a huff when someone asks a question he doesn't like. #Trump #chump",2020-05-13 11:18:29,['BoJo']
"RT @IMundebo: #RandPaul @RandPaul looked a tad scruffy on TV yesterday.
#DrFauci owned him and the “ophthalmologist” didn’t have a chance.…",2020-05-13 11:18:35,"['RandPaul', 'DrFauci']"
The latest Nerdly News! https://t.co/rxzkF35Ge3 #trump #biden,2020-05-13 11:18:37,"['trump', 'biden']"
"RT @CGTNOfficial: ""Don't ask me, ask China,"" U.S. President #Trump responded to journalist @weijia Weijia Jiang's question on why he's turn…",2020-05-13 11:18:38,['Trump']
"RT @shrstraker: Image result for ronald reagan commented on trump pics 

IN THIS #CHALLENGING TIMES FOR OUR COUNTRY 
WE NEED THIS #BUSINESS…",2020-05-13 11:18:39,['CHALLENGING']
"RT @SaraCarterDC: #NEW: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a fo…",2020-05-13 11:18:39,"['NEW', 'Trump', 'Steele']"
Of the #redwave. #trump #kag #maga #voteblue #realtalk #republicans #rant #resist #resist https://t.co/mp2GQmI9Qa,2020-05-13 11:18:40,"['redwave', 'trump', 'kag', 'maga', 'voteblue', 'realtalk', 'republicans', 'rant', 'resist', 'resist']"
"RT @PeteKent01: #BREAKING: #Snowflake #Meltdown
COAST TO COAST as #Trump backed candidates poised to win #SpecialElection for #House
Seats…",2020-05-13 11:18:42,"['BREAKING', 'Snowflake', 'Meltdown', 'Trump', 'SpecialElection', 'House']"
@HuffPostPol More #Trump as a baby memes... https://t.co/3DMBVn8tkv,2020-05-13 11:18:48,['Trump']
"RT @BradleyCongress: Together We Win!

#VoteRedToSaveAmerica2020 
#DonaldTrump 
#VoteBradleyCongress
#Trump 
#UnitedNotDivided
#Peacethroug…",2020-05-13 11:18:52,"['VoteRedToSaveAmerica2020', 'DonaldTrump', 'VoteBradleyCongress', 'Trump', 'UnitedNotDivided']"
RT @AndyOstroy: .@HowardStern has millions of listeners... many of them @realDonaldTrump supporters. He’s 100% right. If he can convince th…,2020-05-13 11:18:55,[]
I have the same questions for #JoeBiden supporters #NeverBidenNeverTrump,2020-05-13 11:18:56,"['JoeBiden', 'NeverBidenNeverTrump']"
"RT @SaraCarterDC: #NEW: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a fo…",2020-05-13 11:18:58,"['NEW', 'Trump', 'Steele']"
"Agreed fully. ""How Joe #Biden Can Defeat #Trump From His Basement"" https://t.co/8kNsR5tc77",2020-05-13 11:19:00,"['Biden', 'Trump']"
RT @boi_oprah: @SpeakerPelosi PLEASE do US all a FAVOR and RETIRE - Get with the @POTUS and GET to WORK. I don't know why YOU all just cant…,2020-05-13 11:19:01,[]
"Leaked White House data shows infections spiking more than 1,000% in rural areas that backed #Trump 
#USA 
Trump claims cases are falling everywhere. An unreleased task force report shows massive spikes in the heartland https://t.co/oEklq7iVQ2",2020-05-13 11:18:56,"['Trump', 'USA']"
"#Pompeo meets #Netanyahu to discuss #COVID, #Iran and #Trump peace plan
#Israel https://t.co/W9xDmb81fX",2020-05-13 11:19:04,"['Pompeo', 'Netanyahu', 'COVID', 'Iran', 'Trump', 'Israel']"
"RT @mog7546: #Maddow Crushes Trump's Lawyers For Arguing That He's Too Busy To Be Investigated

#Trump is likely the LEAST HARDWORKING PRES…",2020-05-13 11:19:05,"['Maddow', 'Trump']"
"RT @PeteKent01: #BREAKING: #Snowflake #Meltdown
COAST TO COAST as #Trump backed candidates poised to win #SpecialElection for #House
Seats…",2020-05-13 11:19:08,"['BREAKING', 'Snowflake', 'Meltdown', 'Trump', 'SpecialElection', 'House']"
RT @PeteKent01: @GarnoRealestate @wwwillstand @KariCares4U @Arkiegirl01 @slhenry123 @ezibee007 @Bjdmoon @HollyWouldism @Holly_WV @AngelicHo…,2020-05-13 11:19:09,[]
"RT @Gjallarhornet: #Trump #Tweets Promo for His LA #Golf Course as #US #Death Toll Passed 80,000; Pence Not in Quarantine 

#RemoveTrump #T…",2020-05-13 11:19:09,"['Trump', 'Tweets', 'Golf', 'US', 'Death', 'RemoveTrump']"
"RT @zeusFanHouse: Fauci &amp; #Democrats Use Senate Testimony Stage To Bash #Trump &amp; Promote #Vaccines

#Fauci continues holding nation hostage…",2020-05-13 11:19:11,"['Democrats', 'Trump', 'Vaccines', 'Fauci']"
RT @jpierni: In an extraordinary show of solidarity for @weijia at next  #WhiteHousePressBriefing all  reporters must walk out on #trump &amp;…,2020-05-13 11:19:18,"['WhiteHousePressBriefing', 'trump']"
@JasonMillerinDC Polls are unreliable with #Trump,2020-05-13 11:19:24,['Trump']
"RT @charliebebus: Everyone ready for #MAGA2!

.@realDonaldTrump is gearing up for the MAGA sequel, and we all need to be ready to support h…",2020-05-13 11:19:24,['MAGA2']
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:19:25,"['Trump', 'Steele']"
"RT @zeusFanHouse: John #Brennan under the spotlight!

#Obama CIA Chief #JohnBrennan Under Fire for the Creation of Bogus January 2017 Intel…",2020-05-13 11:19:27,"['Brennan', 'Obama', 'JohnBrennan']"
#Truth. #Russia helped #Trump at his request. Any president would investigate #TrumpTreason. #Fact according to Trump’s logic the president’s actions are all legal &amp; above reproach. #TrumpLiesAboutEverything but even if #Obama investigates #TrumpCrimeFamily so what. Yawn!! https://t.co/OvszN34Mmw,2020-05-13 11:19:27,"['Truth', 'Russia', 'Trump', 'TrumpTreason', 'Fact']"
"Wow Trump all that winning....NOT
#62percentDoNOTtrustTRUMP #Trump  #NotVotingforTrump
#TrumpDeathToll83K 
@realDonaldTrump @AP @nytimes https://t.co/Hk8xsvmYsu",2020-05-13 11:19:28,"['62percentDoNOTtrustTRUMP', 'Trump', 'NotVotingforTrump', 'TrumpDeathToll83K']"
RT @news_ntd: The #Trump administration is pressing a board charged with overseeing billions in federal retirement dollars to halt plans to…,2020-05-13 11:19:28,['Trump']
"RT @SADIComic: My dear Americans&amp;patriots
I am from italy. Do you really want to give USA and the world to sinister globalist satanists and…",2020-05-13 11:19:30,[]
"RT @savageremixes: Why did he runnin tho💀💀💀💀

#Fights #GOOBA #DonaldTrump #COVID19 #Covid_19 #6ix9ine #rat #NickiXDojaDay #running #school…",2020-05-13 11:19:37,"['Fights', 'GOOBA', 'DonaldTrump', 'COVID19', 'Covid_19', '6ix9ine', 'rat', 'NickiXDojaDay', 'running', 'school']"
"@MSNBC @MaddowBlog #MitchMcConnell ""How could anyone expect a putz like #DonaldTrump to ever live up to the high standard set by Barack Obama? It's insane.""",2020-05-13 11:19:39,"['MitchMcConnell', 'DonaldTrump']"
"@battletested5 black women fighting for abortion.

#Trump women fighting for LIBERTY.
https://t.co/XY2wZkiMqh",2020-05-13 11:19:40,['Trump']
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:19:42,"['Trump', 'Steele']"
"RT @PeteKent01: #BREAKING: #Snowflake #Meltdown
COAST TO COAST as #Trump backed candidates poised to win #SpecialElection for #House
Seats…",2020-05-13 11:19:46,"['BREAKING', 'Snowflake', 'Meltdown', 'Trump', 'SpecialElection', 'House']"
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:19:47,"['Trump', 'Steele']"
"RT @SandraSentinel: Isnt it odd how Democrats, the party of open borders, heroin needle sharing and street pooping is suddenly concerned ab…",2020-05-13 11:19:47,[]
"RT @mog7546: LEAVE NO ONE BEHIND - Except in #Trump’s #USA

DOCTORS WITHOUT BORDERS sends team to #Navajo Nation as coronavirus explodes in…",2020-05-13 11:19:48,"['Trump', 'USA', 'Navajo']"
"RT @Ruptly: #Pompeo meets #Netanyahu to discuss #COVID, #Iran and #Trump peace plan
#Israel https://t.co/W9xDmb81fX",2020-05-13 11:19:49,"['Pompeo', 'Netanyahu', 'COVID', 'Iran', 'Trump', 'Israel']"
"@AdamSchiff , look! Here is collusion from a foreign entity,  paid by Hillary Clinton.  I am sure you will be right on top of this, right?",2020-05-13 11:19:54,[]
RT @paulcshipley: @HuffPostPol More #Trump as a baby memes... https://t.co/3DMBVn8tkv,2020-05-13 11:19:54,['Trump']
"RT @mog7546: LEAVE NO ONE BEHIND - Except in #Trump’s #USA

DOCTORS WITHOUT BORDERS sends team to #Navajo Nation as coronavirus explodes in…",2020-05-13 11:19:55,"['Trump', 'USA', 'Navajo']"
@INSURGARD @SharletaBasset1 @SidneyPowell1 @realDonaldTrump U just listed all factual adjectives of #Trump. lol. The world agrees...#Biden2020!!,2020-05-13 11:19:57,['Trump']
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:19:59,"['Trump', 'Steele']"
"RT @mog7546: LEAVE NO ONE BEHIND - Except in #Trump’s #USA

DOCTORS WITHOUT BORDERS sends team to #Navajo Nation as coronavirus explodes in…",2020-05-13 11:20:01,"['Trump', 'USA', 'Navajo']"
"RT @mog7546: Leaked data shows #Trump’s RURAL AMERICA getting INFECTED

Counties in #Tennessee #Kansas — have seen cases balloon by +1,000%…",2020-05-13 11:20:02,"['Trump', 'Tennessee', 'Kansas']"
"Never forget, Trump and Kushner are Nazis who believe the weakest among us are expendable. If these two could, they'd euthanize the elderly, disabled, and nonwhites! Trump's base is fine with that.
#trump
#potus
#potus45",2020-05-13 11:20:05,[]
"RT @mayawiley: @JoyceWhiteVance Well at least he is telling the truth... he delivered on all heinous #Trump policies from Muslim ban, separ…",2020-05-13 11:20:11,['Trump']
"RT @zeusFanHouse: John #Brennan under the spotlight!

#Obama CIA Chief #JohnBrennan Under Fire for the Creation of Bogus January 2017 Intel…",2020-05-13 11:20:12,"['Brennan', 'Obama', 'JohnBrennan']"
"RT @MarkoSilberhand: @mmpadellan @Bobhasdogs2 #Trump is now completely out of control . . .  🤪  🤡  🤪

#TrumpLiesAmericansDie #TrumpIsALaugh…",2020-05-13 11:20:12,"['Trump', 'TrumpLiesAmericansDie']"
"""Ask #China""- 2 -When #Trump answered ""you should ask #China"", journalists in the #RoseGarden had to assert: #DonaldTrump why did you shut down the #CDC's most crucial activity, prevention response team for future #pandemics on February 1, 2018? Me: because it was setup by Obama.",2020-05-13 11:20:18,"['China', 'Trump', 'China', 'RoseGarden']"
"RT @mog7546: LEAVE NO ONE BEHIND - Except in #Trump’s #USA

DOCTORS WITHOUT BORDERS sends team to #Navajo Nation as coronavirus explodes in…",2020-05-13 11:20:19,"['Trump', 'USA', 'Navajo']"
"RT @inselratte: Tory leaver MP Bone lists reasons why the PM's Sunday television address was ""wrong"" and breached ministerial code. 
He arg…",2020-05-13 11:20:19,[]
"RT @zeusFanHouse: John #Brennan under the spotlight!

#Obama CIA Chief #JohnBrennan Under Fire for the Creation of Bogus January 2017 Intel…",2020-05-13 11:20:20,"['Brennan', 'Obama', 'JohnBrennan']"
RT @PeteKent01: @GarnoRealestate @wwwillstand @KariCares4U @Arkiegirl01 @slhenry123 @ezibee007 @Bjdmoon @HollyWouldism @Holly_WV @AngelicHo…,2020-05-13 11:20:21,[]
"RT @mog7546: #Maddow Crushes Trump's Lawyers For Arguing That He's Too Busy To Be Investigated

#Trump is likely the LEAST HARDWORKING PRES…",2020-05-13 11:20:24,"['Maddow', 'Trump']"
RT @mayawiley: #Sekulow is complaining that #Trump could be convicted so that is why he should be protected because in a civil case like #P…,2020-05-13 11:20:25,"['Sekulow', 'Trump']"
"Did Kushner mislead Congress? Newly released transcript ""raises questions"" about ""foreign contacts"" 
#USA #Trump 
The House Intelligence Committee has released a transcript of a previously closed-door interview with Jared Kushner https://t.co/f2xRzYiBng",2020-05-13 11:20:25,"['USA', 'Trump']"
"RT @mog7546: #Maddow Crushes Trump's Lawyers For Arguing That He's Too Busy To Be Investigated

#Trump is likely the LEAST HARDWORKING PRES…",2020-05-13 11:20:26,"['Maddow', 'Trump']"
"RT @cassandra17lina: #Trump’s “faithful” are demanding their freedom, mocking the old and weak, and jamming the streets, beaches, and store…",2020-05-13 11:20:26,['Trump']
"RT @SaraCarterDC: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a foreign…",2020-05-13 11:20:29,"['Trump', 'Steele']"
"RT @joefaz: Maddow pointed out on Tuesday, #trump completely undercut his lawyers’ argument by spending the entire day on Twitter. #trump i…",2020-05-13 11:20:35,"['trump', 'trump']"
"RT @mog7546: #Trump campaigns on a return to normalcy during a pandemic that's killed +82,000 on his watch

He is shifting into campaign mo…",2020-05-13 11:20:36,['Trump']
"RT @cassandra17lina: #Trump’s “faithful” are demanding their freedom, mocking the old and weak, and jamming the streets, beaches, and store…",2020-05-13 11:20:36,['Trump']
@TheLastWord @NBCPolitics @Lawrence @MSNBC @staceyabrams what you did in running for office in California has not nor will not be overlooked. @MSNBC #TownHallQuestions #JoeBiden @TheLastWord @JoeBiden will be the Democratic nominee he has gone at current POTUS for how he has been not been doing for All Americans 👔💼🗽👌,2020-05-13 11:20:39,[]
"Ask yourself ... 
When #Trump and #Pence are sucked back into hell for destroying USA = 
Pelosi will fix this disaster in one day?",2020-05-13 11:20:41,"['Trump', 'Pence']"
"RT @SaraCarterDC: #NEW: Clinton, DNC Lawyers 'Enlisted Foreign Interference' In U.S. Election, Not #Trump 

They knew that #Steele was a fo…",2020-05-13 11:20:41,"['NEW', 'Trump', 'Steele']"
